emprunt_id,membre_id,livre_id,titre_livre,categorie,date_emprunt,date_retour,duree_prevue_jours,statut,ville_membre,note_lecteur
48713,482,567,Sherlock Holmes,Policier,2024-03-24,2024-04-14,30,rendu,Agadir,
48714,26,1174,Tintin,BD,2024-10-18,2024-10-31,21,rendu,Meknes,3.2
48715,532,256,Odes,Poesie,2026-08-24,2026-09-07,14,rendu,Marrakech,
48716,70,968,Millenium,Policier,2025-09-04,2025-09-24,14,rendu_en_retard,Tanger,1.3
48717,393,638,La Peste - Tome 1,Roman,2023-12-03,2023-12-04,7,rendu,Casablanca,2.0
48718,200,741,Les Schtroumpfs - Tome 2,BD,2026-04-02,2026-04-04,21,rendu,Oujda,1.2
48719,235,833,Maigret,Policier,2024-06-20,2024-07-03,14,rendu,Marrakech,3.5
48720,76,1108,Le Pragmatic Programmer,Informatique,2023-11-28,2023-12-20,14,rendu_en_retard,Agadir,
48721,501,395,Discours de la Methode - Tome 1,Essai,2024-08-15,2024-08-25,14,rendu,Meknes,2.0
48722,290,855,SQL pour les Nuls - Tome 3,Informatique,2024-04-17,2024-04-21,7,rendu,Fes,1.6
48723,242,745,Ainsi Parlait Zarathoustra - Tome 4,Essai,2023-01-26,2023-02-09,30,rendu,Oujda,4.3
48724,352,1122,Fahrenheit 451,Science-Fiction,2025-05-17,2025-05-20,7,rendu,Rabat,
48725,84,336,La Peste,Roman,2024-11-20,2024-12-04,14,rendu,Marrakech,4.7
48726,752,1150,Une Histoire du Maroc,Histoire,2023-01-05,2023-01-27,14,rendu_en_retard,Oujda,2.7
48727,746,484,Einstein,Biographie,2023-10-20,,14,perdu,Marrakech,
48728,422,1015,Matilda - Tome 1,Jeunesse,2024-06-13,2024-06-16,7,rendu,Casablanca,
48729,315,1042,La Planete des Singes,Science-Fiction,2023-07-17,2023-07-24,7,rendu,Oujda,2.4
48730,422,492,Clean Code,Informatique,2023-12-02,2023-12-06,30,rendu,Rabat,3.7
48731,210,318,Introduction a Python,Informatique,2025-12-05,2025-12-08,7,rendu,Marrakech,2.2
48732,787,945,Le Contrat Social - Tome 4,Essai,2024-03-31,2024-04-01,14,rendu,Meknes,
48733,782,94,Tintin,BD,2026-09-04,2026-09-07,7,rendu,Meknes,
48734,219,104,Leonard de Vinci - Tome 5,Biographie,2026-04-15,,21,perdu,Tanger,
48735,530,11,Le Nom de la Rose,Policier,2023-07-27,2023-08-03,7,rendu,Oujda,
48736,624,883,Le Petit Prince - Tome 1,Roman,2026-08-10,2026-08-26,21,rendu,Casablanca,1.9
48737,233,1065,Matilda,Jeunesse,2026-08-20,2026-08-22,21,rendu,Oujda,2.9
48738,560,866,Les Enquetes d'Hercule Poirot,Policier,2024-02-25,,14,perdu,Marrakech,
48739,781,1094,1984 - Tome 4,Science-Fiction,2025-06-09,2025-06-11,7,rendu,Fes,4.6
48740,289,806,Fahrenheit 451,Science-Fiction,2023-10-25,2023-10-31,21,rendu,Fes,
48741,513,756,La Deuxieme Guerre Mondiale,Histoire,2026-01-24,2026-02-13,21,rendu,Fes,3.7
48742,353,800,Le Contrat Social,Essai,2024-03-06,2024-04-02,14,rendu_en_retard,Tanger,
48743,233,742,Fondation,Science-Fiction,2025-01-27,2025-01-29,7,rendu,Oujda,4.1
48744,363,823,Sapiens,Histoire,2026-08-30,2026-09-12,14,rendu,Meknes,
48745,451,708,Nelson Mandela,Biographie,2026-03-01,2026-03-04,7,rendu,Meknes,2.2
48746,722,194,Ainsi Parlait Zarathoustra,Essai,2023-01-20,2023-03-10,30,rendu_en_retard,Marrakech,
48747,781,675,Odes - Tome 2,Poesie,2024-07-15,2024-08-10,30,rendu,Tanger,2.8
48748,454,550,Sapiens - Tome 3,Histoire,2024-02-01,2024-03-11,30,rendu_en_retard,Tanger,
48749,168,1078,Les Fleurs du Mal,Poesie,2025-10-25,2025-11-02,14,rendu,Oujda,
48750,608,233,Les Schtroumpfs,BD,2024-12-07,2024-12-11,30,rendu,Agadir,3.3
48751,119,926,La Planete des Singes,Science-Fiction,2024-11-30,,7,perdu,Meknes,
48752,263,1106,Tintin,BD,2023-05-10,2023-06-01,21,rendu_en_retard,Rabat,
48753,692,889,Madame Bovary,Roman,2023-04-30,2023-05-15,30,rendu,Agadir,
48754,113,1037,Histoire de l'Islam,Histoire,2023-11-08,2023-11-19,14,rendu,Oujda,
48755,364,521,La Peste - Tome 4,Roman,2026-03-06,2026-03-18,30,rendu,Casablanca,
48756,746,878,Les Enquetes d'Hercule Poirot,Policier,2024-07-21,2024-07-26,7,rendu,Casablanca,1.8
48757,434,331,Ibn Battuta,Biographie,2024-05-28,2024-06-09,21,rendu,Casablanca,
48758,274,349,Millenium - Tome 2,Policier,2024-04-27,2024-05-10,21,rendu,Meknes,2.2
48759,617,90,Le Journal d'un Gars,Jeunesse,2024-05-29,,7,perdu,Oujda,
48760,379,865,Le Monde de Narnia,Jeunesse,2026-07-19,2026-07-25,7,rendu,Rabat,
48761,523,53,Alcools - Tome 1,Poesie,2023-02-10,2023-02-23,30,rendu,Rabat,
48762,599,159,Le Capital,Essai,2023-11-06,2023-12-03,30,rendu,Fes,2.5
48763,653,74,Le Cimetiere Marin - Tome 2,Poesie,2026-02-19,2026-03-09,21,rendu,Rabat,4.4
48764,565,74,Le Cimetiere Marin - Tome 2,Poesie,2024-02-17,2024-02-28,14,rendu,Meknes,
48765,783,259,L'Art de la Guerre,Essai,2023-07-09,2023-07-25,30,rendu,Agadir,
48766,645,1070,SQL pour les Nuls,Informatique,2024-01-21,2024-01-24,30,rendu,Tanger,
48767,560,679,Le Capital - Tome 2,Essai,2023-05-23,2023-06-01,30,rendu,Tanger,
48768,745,170,Data Engineering 101,Informatique,2025-07-03,2025-07-07,14,rendu,Agadir,2.2
48769,20,325,Fahrenheit 451,Science-Fiction,2025-01-17,2025-01-20,21,rendu,Tanger,4.1
48770,596,931,La Deuxieme Guerre Mondiale,Histoire,2024-06-19,2024-07-16,30,rendu,Rabat,
48771,442,349,Millenium - Tome 2,Policier,2025-02-04,2025-03-01,30,rendu,Casablanca,
48772,335,760,Data Engineering 101,Informatique,2023-10-23,2023-10-29,7,rendu,Marrakech,
48773,708,1081,Clean Code,Informatique,2026-05-20,2026-05-30,30,rendu,Meknes,
48774,634,915,Le Capital,Essai,2024-05-18,,21,perdu,Fes,
48775,90,767,Illuminations - Tome 4,Poesie,2025-12-12,2025-12-18,30,rendu,Rabat,
48776,657,222,Asterix,BD,2023-11-14,2023-11-17,14,rendu,Meknes,3.1
48777,449,1150,Une Histoire du Maroc,Histoire,2023-01-02,2023-01-12,14,rendu,Agadir,
48778,10,31,Histoire de l'Islam,Histoire,2024-10-30,2024-11-04,7,rendu,Marrakech,
48779,423,1116,Sherlock Holmes,Policier,2026-07-20,2026-07-28,14,rendu,Meknes,
48780,168,208,La Planete des Singes - Tome 2,Science-Fiction,2024-12-15,2025-01-01,21,rendu,Rabat,3.2
48781,14,215,1984,Science-Fiction,2025-03-16,2025-03-22,7,rendu,Marrakech,2.3
48782,143,89,Lucky Luke - Tome 1,BD,2024-11-28,2024-12-05,7,rendu,Rabat,
48783,172,875,Leonard de Vinci,Biographie,2024-05-09,2024-05-11,7,rendu,Marrakech,4.4
48784,339,49,Blake et Mortimer,BD,2024-06-04,2024-06-11,7,rendu,Meknes,3.8
48785,769,793,L'Art de la Guerre,Essai,2026-02-23,2026-03-31,21,rendu_en_retard,Rabat,3.9
48786,371,1198,Dune - Tome 2,Science-Fiction,2024-11-27,2024-12-10,21,rendu,Tanger,
48787,370,728,Les Schtroumpfs,BD,2026-07-22,2026-07-31,14,rendu,Casablanca,1.9
48788,492,544,Introduction a Python - Tome 1,Informatique,2023-01-23,2023-02-22,30,rendu,Oujda,
48789,552,292,La Planete des Singes,Science-Fiction,2024-12-13,2025-01-02,21,rendu,Marrakech,
48790,7,668,La Peste,Roman,2025-12-16,2026-01-04,21,rendu,Oujda,
48791,563,241,Fahrenheit 451,Science-Fiction,2025-04-08,2025-04-17,21,rendu,Meknes,
48792,422,410,Leonard de Vinci,Biographie,2024-02-17,2024-03-17,30,rendu,Marrakech,
48793,48,949,Ainsi Parlait Zarathoustra - Tome 3,Essai,2023-07-30,2023-07-31,7,rendu,Tanger,
48794,414,193,Discours de la Methode,Essai,2025-01-18,2025-02-01,21,rendu,Meknes,3.0
48795,533,595,L'Empire Ottoman,Histoire,2025-06-18,2025-06-21,14,rendu,Tanger,
48796,342,59,Data Engineering 101,Informatique,2023-04-05,,21,perdu,Meknes,
48797,256,122,Le Petit Prince - Tome 3,Roman,2024-12-20,2025-01-07,7,rendu_en_retard,Agadir,3.6
48798,421,1132,Sherlock Holmes,Policier,2025-12-25,2026-01-27,14,rendu_en_retard,Oujda,4.7
48799,397,1126,Le Contrat Social,Essai,2024-12-23,2025-02-08,30,rendu_en_retard,Meknes,4.1
48800,337,663,La Peste,Roman,2024-11-09,2024-12-16,30,rendu_en_retard,Tanger,
48801,405,486,Harry Potter,Jeunesse,2023-04-30,2023-05-21,30,rendu,Agadir,
48802,18,281,Blake et Mortimer,BD,2026-08-19,2026-08-23,7,rendu,Marrakech,
48803,791,1013,Ibn Battuta,Biographie,2023-08-16,2023-08-21,21,rendu,Tanger,
48804,444,1070,SQL pour les Nuls,Informatique,2026-03-26,2026-03-28,7,rendu,Fes,2.8
48805,583,1007,Steve Jobs,Biographie,2023-04-09,2023-04-24,14,rendu_en_retard,Oujda,
48806,614,884,1984,Science-Fiction,2025-12-11,2025-12-25,14,rendu,Meknes,2.8
48807,500,315,Charlie et la Chocolaterie,Jeunesse,2023-01-07,2023-01-27,21,rendu,Fes,4.4
48808,281,549,Fahrenheit 451,Science-Fiction,2024-06-05,2024-06-28,30,rendu,Oujda,1.7
48809,23,337,Sherlock Holmes,Policier,2024-06-02,2024-06-19,30,rendu,Oujda,
48810,640,1161,Le Contrat Social,Essai,2023-11-13,2023-12-09,7,rendu_en_retard,Casablanca,
48811,556,678,Odes,Poesie,2023-08-26,2023-09-22,30,rendu,Rabat,
48812,59,94,Tintin,BD,2025-01-31,2025-02-12,30,rendu,Fes,
48813,455,15,Madame Bovary,Roman,2026-07-16,2026-07-22,14,rendu,Meknes,
48814,621,1027,Une Histoire du Maroc - Tome 5,Histoire,2023-02-04,2023-02-08,7,rendu,Fes,4.3
48815,265,849,Ibn Battuta,Biographie,2023-08-04,2023-08-18,21,rendu,Casablanca,1.6
48816,430,1163,Sherlock Holmes,Policier,2024-04-18,2024-04-19,21,rendu,Oujda,
48817,138,142,Fondation,Science-Fiction,2023-04-05,2023-04-13,14,rendu,Oujda,2.3
48818,608,494,Einstein,Biographie,2023-01-03,2023-01-31,30,rendu,Marrakech,2.8
48819,746,4,Les Miserables - Tome 5,Roman,2025-07-15,2025-08-07,30,rendu,Fes,
48820,392,1074,Le Journal d'un Gars,Jeunesse,2026-08-04,2026-08-16,21,rendu,Fes,
48821,699,385,La Peste,Roman,2023-04-04,2023-04-12,21,rendu,Oujda,4.6
48822,366,865,Le Monde de Narnia,Jeunesse,2024-10-07,2024-10-09,21,rendu,Tanger,3.9
48823,92,1022,Asterix,BD,2025-04-07,2025-04-11,14,rendu,Casablanca,
48824,283,27,Einstein,Biographie,2024-10-12,2024-10-14,7,rendu,Marrakech,
48825,165,42,Einstein,Biographie,2025-09-07,2025-09-15,21,rendu,Fes,
48826,114,448,L'Empire Ottoman,Histoire,2023-10-31,2023-11-04,7,rendu,Tanger,
48827,311,61,Maigret,Policier,2024-12-07,2024-12-19,30,rendu,Meknes,
48828,623,68,1984,Science-Fiction,2026-08-08,2026-08-14,14,rendu,Casablanca,
48829,743,1052,Le Petit Prince,Roman,2025-03-23,2025-04-04,21,rendu,Marrakech,
48830,188,453,La Planete des Singes,Science-Fiction,2026-07-11,2026-07-15,7,rendu,Rabat,
48831,145,306,Le Contrat Social,Essai,2023-07-12,2023-07-27,30,rendu,Oujda,
48832,280,95,Une Histoire du Maroc - Tome 5,Histoire,2026-03-26,2026-04-12,30,rendu,Casablanca,
48833,265,52,Les Enquetes d'Hercule Poirot,Policier,2026-06-20,2026-06-27,21,rendu,Oujda,
48834,754,220,Les Miserables,Roman,2025-12-05,2025-12-31,30,rendu,Marrakech,4.6
48835,233,589,Nelson Mandela,Biographie,2026-05-26,2026-07-15,30,rendu_en_retard,Agadir,3.2
48836,566,439,Fahrenheit 451,Science-Fiction,2025-06-07,2025-06-30,30,rendu,Marrakech,
48837,631,636,Le Petit Prince,Roman,2023-02-04,2023-02-14,14,rendu,Agadir,
48838,117,1077,Les Enquetes d'Hercule Poirot,Policier,2025-11-16,2025-11-21,7,rendu,Marrakech,
48839,769,245,Madame Bovary - Tome 5,Roman,2023-09-16,2023-09-20,7,rendu,Marrakech,
48840,615,445,Introduction a Python - Tome 1,Informatique,2024-03-27,2024-04-10,21,rendu,Casablanca,2.3
48841,424,983,Charlie et la Chocolaterie,Jeunesse,2023-06-12,2023-07-23,30,rendu_en_retard,Fes,
48842,271,670,Leonard de Vinci,Biographie,2026-05-30,2026-06-18,21,rendu,Oujda,
48843,654,707,Les Fleurs du Mal,Poesie,2025-09-12,2025-09-13,7,rendu,Agadir,
48844,694,844,L'Empire Ottoman,Histoire,2025-07-30,2025-08-10,14,rendu,Marrakech,3.6
48845,645,254,Odes,Poesie,2025-03-20,2025-03-31,21,rendu,Agadir,4.5
48846,370,120,Fahrenheit 451,Science-Fiction,2024-11-27,2024-11-29,7,rendu,Tanger,2.8
48847,722,459,La Peste,Roman,2026-02-19,2026-03-03,14,rendu,Oujda,
48848,295,265,Le Monde de Narnia,Jeunesse,2023-10-16,2023-10-31,30,rendu,Meknes,
48849,573,1120,Einstein,Biographie,2024-08-05,2024-08-07,7,rendu,Meknes,3.3
48850,105,345,Introduction a Python,Informatique,2023-01-05,2023-01-06,7,rendu,Rabat,
48851,625,502,Une Histoire du Maroc,Histoire,2024-06-27,2024-06-28,21,rendu,Marrakech,2.1
48852,64,1085,Le Pragmatic Programmer,Informatique,2025-01-20,2025-01-27,7,rendu,Oujda,1.4
48853,781,1044,Fondation,Science-Fiction,2026-04-09,2026-04-21,14,rendu,Tanger,
48854,506,356,Les Enquetes d'Hercule Poirot,Policier,2023-10-10,2023-10-13,14,rendu,Oujda,
48855,102,176,Fondation,Science-Fiction,2023-08-17,2023-08-21,7,rendu,Agadir,
48856,50,397,Millenium - Tome 3,Policier,2023-11-30,2023-12-02,7,rendu,Oujda,
48857,797,521,La Peste - Tome 4,Roman,2024-08-19,2024-08-25,7,rendu,Meknes,
48858,2,1185,L'Empire Ottoman,Histoire,2025-10-03,2025-10-07,14,rendu,Agadir,4.8
48859,12,795,Maigret,Policier,2025-01-22,2025-02-02,21,rendu,Rabat,
48860,613,511,Illuminations,Poesie,2026-02-11,2026-03-20,21,rendu_en_retard,Fes,
48861,179,266,Les Fleurs du Mal,Poesie,2025-06-02,2025-06-11,21,rendu,Oujda,1.7
48862,122,1143,Steve Jobs - Tome 2,Biographie,2026-04-03,2026-04-07,21,rendu,Marrakech,2.2
48863,257,569,Le Nom de la Rose - Tome 3,Policier,2025-12-17,2026-01-07,21,rendu,Meknes,
48864,324,568,Le Nom de la Rose,Policier,2023-04-02,,7,perdu,Meknes,
48865,264,1200,Odes,Poesie,2024-12-07,2024-12-31,14,rendu_en_retard,Marrakech,2.3
48866,610,996,Le Monde de Narnia,Jeunesse,2024-07-18,2024-07-30,14,rendu,Agadir,
48867,534,483,1984 - Tome 2,Science-Fiction,2024-04-08,2024-04-22,14,rendu,Fes,
48868,708,428,Histoire de l'Islam,Histoire,2023-11-23,2023-11-24,14,rendu,Fes,
48869,298,626,Fondation,Science-Fiction,2024-10-18,2024-11-11,14,rendu_en_retard,Tanger,1.8
48870,445,606,Charlie et la Chocolaterie - Tome 4,Jeunesse,2025-04-03,2025-04-15,14,rendu,Fes,2.2
48871,797,1011,Introduction a Python - Tome 5,Informatique,2023-06-25,2023-07-08,21,rendu,Marrakech,
48872,757,680,Les Enquetes d'Hercule Poirot - Tome 4,Policier,2024-08-27,2024-09-05,21,rendu,Agadir,1.9
48873,120,545,Illuminations,Poesie,2025-07-28,2025-08-11,21,rendu,Tanger,
48874,190,1073,Une Histoire du Maroc - Tome 4,Histoire,2025-04-02,2025-04-03,7,rendu,Rabat,3.0
48875,474,164,Les Schtroumpfs,BD,2024-08-27,2024-08-29,21,rendu,Tanger,
48876,282,188,1984,Science-Fiction,2024-10-24,2024-11-05,7,rendu_en_retard,Oujda,
48877,621,607,Sapiens,Histoire,2023-11-24,2023-12-14,21,rendu,Marrakech,
48878,446,544,Introduction a Python - Tome 1,Informatique,2024-09-09,2024-10-05,30,rendu,Casablanca,
48879,383,216,Matilda - Tome 3,Jeunesse,2024-11-16,2024-12-11,30,rendu,Marrakech,
48880,479,929,Les Miserables,Roman,2024-08-31,2024-09-06,30,rendu,Agadir,2.1
48881,238,634,Clean Code - Tome 2,Informatique,2025-02-01,2025-02-07,7,rendu,Fes,2.4
48882,34,320,Le Monde de Narnia,Jeunesse,2025-04-12,2025-05-06,7,rendu_en_retard,Rabat,2.2
48883,576,1105,Nelson Mandela,Biographie,2023-09-29,2023-09-30,7,rendu,Rabat,
48884,146,794,Alcools,Poesie,2025-12-17,2025-12-28,21,rendu,Marrakech,4.3
48885,193,785,Tintin,BD,2024-08-19,2024-08-26,14,rendu,Marrakech,
48886,479,69,Histoire de l'Islam,Histoire,2025-04-19,2025-05-12,14,rendu_en_retard,Marrakech,
48887,336,711,SQL pour les Nuls,Informatique,2026-09-11,2026-09-20,21,rendu,Tanger,1.4
48888,710,309,Les Fleurs du Mal - Tome 4,Poesie,2024-03-07,2024-03-13,7,rendu,Agadir,
48889,784,230,Einstein,Biographie,2024-08-31,2024-09-18,30,rendu,Agadir,
48890,461,789,Maigret,Policier,2023-03-15,2023-03-22,7,rendu,Casablanca,1.6
48891,487,699,L'Art de la Guerre,Essai,2025-09-21,2025-10-04,30,rendu,Marrakech,2.1
48892,720,257,Millenium,Policier,2026-01-25,2026-01-28,7,rendu,Marrakech,3.9
48893,429,170,Data Engineering 101,Informatique,2026-03-08,2026-03-12,7,rendu,Agadir,
48894,4,716,Le Journal d'un Gars,Jeunesse,2024-04-18,2024-04-22,21,rendu,Meknes,4.9
48895,115,3,Dune,Science-Fiction,2023-09-04,2023-09-23,14,rendu_en_retard,Fes,
48896,761,115,Sherlock Holmes,Policier,2025-05-18,2025-05-25,21,rendu,Tanger,1.8
48897,80,961,Asterix - Tome 5,BD,2025-12-08,2025-12-17,14,rendu,Oujda,
48898,27,534,Le Nom de la Rose,Policier,2024-02-09,2024-02-24,21,rendu,Rabat,
48899,380,858,1984,Science-Fiction,2024-12-30,2025-01-17,7,rendu_en_retard,Rabat,2.4
48900,479,688,L'Etranger,Roman,2025-09-23,2025-10-02,30,rendu,Oujda,
48901,242,60,Discours de la Methode - Tome 4,Essai,2025-07-13,2025-07-17,30,rendu,Tanger,2.2
48902,290,1107,Tintin - Tome 2,BD,2026-03-10,2026-03-17,7,rendu,Marrakech,2.1
48903,474,65,Alcools - Tome 3,Poesie,2023-06-20,2023-06-21,7,rendu,Casablanca,1.5
48904,400,526,Introduction a Python - Tome 4,Informatique,2026-06-14,2026-07-26,30,rendu_en_retard,Meknes,
48905,349,238,La Planete des Singes - Tome 4,Science-Fiction,2026-08-22,2026-09-10,14,rendu_en_retard,Marrakech,
48906,779,1083,Lucky Luke,BD,2026-01-16,2026-01-18,14,rendu,Oujda,
48907,115,225,Le Nom de la Rose - Tome 3,Policier,2024-12-14,2025-01-10,30,rendu,Rabat,3.7
48908,672,317,Le Capital - Tome 1,Essai,2023-04-22,2023-05-08,21,rendu,Agadir,
48909,164,678,Odes,Poesie,2025-02-18,2025-03-01,14,rendu,Meknes,
48910,752,832,SQL pour les Nuls - Tome 2,Informatique,2026-02-02,2026-02-04,7,rendu,Oujda,2.2
48911,765,130,Millenium,Policier,2023-11-02,2023-11-07,7,rendu,Fes,2.1
48912,282,696,La Peste,Roman,2024-11-01,2024-11-02,14,rendu,Meknes,1.1
48913,709,92,SQL pour les Nuls,Informatique,2023-12-18,2023-12-23,30,rendu,Fes,4.4
48914,603,288,Le Contrat Social,Essai,2024-08-31,2024-09-03,7,rendu,Tanger,3.4
48915,42,1110,Blake et Mortimer,BD,2026-07-28,2026-08-23,30,rendu,Meknes,2.6
48916,314,1050,Matilda - Tome 5,Jeunesse,2025-09-10,2025-09-15,14,rendu,Tanger,2.4
48917,197,1155,Steve Jobs - Tome 2,Biographie,2025-01-26,2025-02-10,21,rendu,Tanger,
48918,403,178,Harry Potter,Jeunesse,2024-06-24,2024-06-28,21,rendu,Rabat,4.8
48919,492,736,Charlie et la Chocolaterie,Jeunesse,2024-02-01,2024-02-07,30,rendu,Marrakech,
48920,168,416,Le Nom de la Rose - Tome 2,Policier,2024-02-10,2024-03-05,7,rendu_en_retard,Oujda,
48921,415,527,Sherlock Holmes,Policier,2023-12-11,2023-12-19,21,rendu,Agadir,
48922,254,537,Le Nom de la Rose,Policier,2023-09-10,2023-09-29,30,rendu,Tanger,
48923,90,537,Le Nom de la Rose,Policier,2026-01-15,2026-02-02,30,rendu,Meknes,
48924,18,1030,Harry Potter,Jeunesse,2025-11-24,2025-12-03,14,rendu,Marrakech,
48925,652,1047,La Deuxieme Guerre Mondiale - Tome 2,Histoire,2025-06-28,2025-07-19,30,rendu,Tanger,
48926,505,214,Fahrenheit 451,Science-Fiction,2025-06-22,2025-07-02,7,rendu_en_retard,Casablanca,4.3
48927,539,865,Le Monde de Narnia,Jeunesse,2024-08-13,2024-08-24,30,rendu,Oujda,
48928,325,140,Asterix - Tome 2,BD,2025-02-27,2025-03-07,14,rendu,Rabat,3.5
48929,48,541,Une Histoire du Maroc,Histoire,2026-04-16,2026-04-24,14,rendu,Oujda,
48930,393,1122,Fahrenheit 451,Science-Fiction,2024-08-16,2024-09-23,21,rendu_en_retard,Tanger,2.9
48931,642,613,Le Cimetiere Marin,Poesie,2023-07-26,2023-07-27,7,rendu,Marrakech,
48932,642,336,La Peste,Roman,2025-03-25,2025-03-28,7,rendu,Tanger,
48933,171,331,Ibn Battuta,Biographie,2025-03-18,2025-03-20,21,rendu,Rabat,1.3
48934,477,295,Clean Code,Informatique,2023-07-28,2023-07-30,7,rendu,Casablanca,
48935,38,311,Fahrenheit 451,Science-Fiction,2023-01-28,2023-02-03,7,rendu,Tanger,2.9
48936,488,246,Data Engineering 101,Informatique,2025-08-14,2025-08-26,14,rendu,Fes,
48937,55,814,Le Pragmatic Programmer,Informatique,2023-09-05,2023-09-09,7,rendu,Rabat,4.5
48938,701,67,Einstein - Tome 1,Biographie,2024-12-07,2024-12-20,14,rendu,Marrakech,
48939,161,46,Dune,Science-Fiction,2023-09-28,2023-10-01,7,rendu,Meknes,
48940,590,1008,Matilda,Jeunesse,2025-02-20,2025-02-26,7,rendu,Meknes,
48941,356,442,Nelson Mandela,Biographie,2023-08-29,2023-09-14,30,rendu,Tanger,2.6
48942,191,1032,Sherlock Holmes,Policier,2024-06-26,2024-07-02,30,rendu,Casablanca,
48943,540,542,La Planete des Singes,Science-Fiction,2023-11-15,2023-11-22,14,rendu,Tanger,1.4
48944,264,242,Le Pragmatic Programmer,Informatique,2024-07-11,2024-07-25,21,rendu,Casablanca,
48945,452,815,Maigret,Policier,2025-04-13,2025-04-18,7,rendu,Fes,
48946,442,383,Maigret,Policier,2023-06-27,2023-07-21,30,rendu,Oujda,3.8
48947,510,869,Histoire de l'Islam,Histoire,2025-12-25,2025-12-29,14,rendu,Tanger,
48948,149,1065,Matilda,Jeunesse,2024-07-14,2024-07-22,14,rendu,Rabat,
48949,290,254,Odes,Poesie,2025-08-24,2025-08-30,14,rendu,Tanger,
48950,694,656,Sherlock Holmes,Policier,2026-02-14,2026-03-15,30,rendu,Rabat,4.1
48951,231,899,Data Engineering 101,Informatique,2024-12-13,2024-12-15,14,rendu,Agadir,
48952,283,366,Les Fleurs du Mal,Poesie,2024-05-29,2024-05-30,7,rendu,Fes,1.3
48953,59,849,Ibn Battuta,Biographie,2025-03-16,2025-03-29,14,rendu,Meknes,3.5
48954,394,968,Millenium,Policier,2026-02-25,2026-03-09,30,rendu,Fes,4.7
48955,676,189,Fahrenheit 451,Science-Fiction,2026-02-08,2026-02-19,14,rendu,Rabat,4.6
48956,691,317,Le Capital - Tome 1,Essai,2024-10-09,2024-10-11,7,rendu,Agadir,
48957,417,155,Lucky Luke,BD,2026-01-21,2026-01-29,14,rendu,Oujda,3.6
48958,302,1056,La Planete des Singes,Science-Fiction,2025-11-01,2025-11-06,14,rendu,Tanger,3.6
48959,146,797,Le Pragmatic Programmer,Informatique,2024-02-17,2024-02-27,21,rendu,Rabat,
48960,745,487,Le Monde de Narnia,Jeunesse,2024-07-16,2024-07-21,14,rendu,Fes,
48961,579,771,Asterix - Tome 4,BD,2025-03-01,2025-03-05,7,rendu,Rabat,
48962,363,940,Dune,Science-Fiction,2023-08-19,,30,perdu,Rabat,
48963,241,935,Millenium,Policier,2024-05-31,2024-06-02,14,rendu,Fes,3.3
48964,718,451,Leonard de Vinci,Biographie,2023-09-16,2023-09-17,7,rendu,Casablanca,
48965,76,1105,Nelson Mandela,Biographie,2023-04-18,2023-04-25,30,rendu,Oujda,
48966,382,663,La Peste,Roman,2025-10-16,2025-10-20,30,rendu,Rabat,2.1
48967,29,255,Blake et Mortimer - Tome 4,BD,2024-01-14,2024-01-18,7,rendu,Rabat,
48968,748,733,Le Petit Prince,Roman,2024-03-04,2024-03-11,30,rendu,Rabat,
48969,785,424,Histoire de l'Islam,Histoire,2024-10-18,2024-11-03,21,rendu,Tanger,4.8
48970,797,13,Fondation,Science-Fiction,2024-08-17,2024-08-28,14,rendu,Rabat,
48971,560,93,La Peste,Roman,2023-06-18,2023-07-04,30,rendu,Casablanca,2.8
48972,267,168,Ainsi Parlait Zarathoustra,Essai,2025-01-22,2025-02-22,14,rendu_en_retard,Oujda,1.9
48973,525,93,La Peste,Roman,2025-07-18,,30,perdu,Tanger,
48974,389,779,Ainsi Parlait Zarathoustra - Tome 4,Essai,2024-04-14,2024-04-17,14,rendu,Meknes,
48975,462,164,Les Schtroumpfs,BD,2023-09-02,2023-09-17,14,rendu_en_retard,Marrakech,2.7
48976,273,479,Millenium - Tome 1,Policier,2023-05-30,2023-06-11,30,rendu,Tanger,
48977,424,609,Les Fleurs du Mal,Poesie,2025-06-04,2025-06-30,30,rendu,Meknes,
48978,773,558,Fondation - Tome 3,Science-Fiction,2026-01-20,2026-02-16,30,rendu,Marrakech,2.5
48979,703,903,La Planete des Singes,Science-Fiction,2024-02-10,2024-02-12,7,rendu,Oujda,
48980,420,790,Maigret,Policier,2024-04-18,2024-04-19,7,rendu,Agadir,
48981,563,1023,Ainsi Parlait Zarathoustra,Essai,2024-01-06,2024-01-17,30,rendu,Agadir,1.6
48982,663,1045,Odes,Poesie,2025-09-21,2025-09-29,14,rendu,Marrakech,4.0
48983,284,406,Les Miserables - Tome 2,Roman,2024-04-04,2024-04-15,7,rendu_en_retard,Tanger,
48984,483,755,Steve Jobs,Biographie,2025-04-08,2025-05-05,30,rendu,Agadir,
48985,275,1163,Sherlock Holmes,Policier,2026-01-03,2026-01-20,30,rendu,Casablanca,
48986,677,1003,Le Petit Prince,Roman,2025-04-25,2025-05-03,21,rendu,Marrakech,
48987,737,1120,Einstein,Biographie,2025-08-23,2025-08-30,21,rendu,Tanger,4.9
48988,61,575,Le Cimetiere Marin,Poesie,2023-04-12,2023-04-21,30,rendu,Meknes,
48989,441,734,Sapiens,Histoire,2023-09-05,2023-09-22,30,rendu,Fes,
48990,269,133,Discours de la Methode,Essai,2025-01-31,2025-02-03,7,rendu,Marrakech,
